      Time        POINT1PX        POINT1PY        POINT1PZ        POINT1FX        POINT1FY        POINT1FZ        ROD1NAPX        ROD1NAPY        ROD1NAPZ        ROD1NBPX        ROD1NBPY        ROD1NBPZ
       (s)             (m)             (m)             (m)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)
    0.3800   0.0000000E+00   0.0000000E+00  -1.0033249E+00   0.0000000E+00   0.0000000E+00   3.5325363E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.3900   0.0000000E+00   0.0000000E+00  -1.0019871E+00   0.0000000E+00   0.0000000E+00   2.3082476E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.4000   0.0000000E+00   0.0000000E+00  -9.9472821E-01   0.0000000E+00   0.0000000E+00  -1.4993829E+03  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.4100   0.0000000E+00   0.0000000E+00  -1.0014595E+00   0.0000000E+00   0.0000000E+00   1.6005407E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.4200   0.0000000E+00   0.0000000E+00  -1.0038999E+00   0.0000000E+00   0.0000000E+00   5.4496857E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.4300   0.0000000E+00   0.0000000E+00  -9.9597269E-01   0.0000000E+00   0.0000000E+00  -6.9691901E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.4400   0.0000000E+00   0.0000000E+00  -9.9880511E-01   0.0000000E+00   0.0000000E+00  -3.5246300E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.4500   0.0000000E+00   0.0000000E+00  -1.0052185E+00   0.0000000E+00   0.0000000E+00   1.3869631E+03  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.4600   0.0000000E+00   0.0000000E+00  -9.9893028E-01   0.0000000E+00   0.0000000E+00  -6.0918121E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.4700   0.0000000E+00   0.0000000E+00  -9.9590015E-01   0.0000000E+00   0.0000000E+00  -7.1672290E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.4800   0.0000000E+00   0.0000000E+00  -1.0029490E+00   0.0000000E+00   0.0000000E+00   2.3506247E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.4900   0.0000000E+00   0.0000000E+00  -1.0026846E+00   0.0000000E+00   0.0000000E+00   1.4637054E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.5000   0.0000000E+00   0.0000000E+00  -9.9598736E-01   0.0000000E+00   0.0000000E+00  -6.8550513E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.5100   0.0000000E+00   0.0000000E+00  -9.9878150E-01   0.0000000E+00   0.0000000E+00  -4.0495129E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.5200   0.0000000E+00   0.0000000E+00  -1.0047944E+00   0.0000000E+00   0.0000000E+00   1.0686837E+03  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.5300   0.0000000E+00   0.0000000E+00  -1.0001082E+00   0.0000000E+00   0.0000000E+00  -4.5441296E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.5400   0.0000000E+00   0.0000000E+00  -9.9553937E-01   0.0000000E+00   0.0000000E+00  -9.2149847E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.5500   0.0000000E+00   0.0000000E+00  -1.0007300E+00   0.0000000E+00   0.0000000E+00  -1.9636248E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
