      Time        POINT1PX        POINT1PY        POINT1PZ        POINT1FX        POINT1FY        POINT1FZ        ROD1NAPX        ROD1NAPY        ROD1NAPZ        ROD1NBPX        ROD1NBPY        ROD1NBPZ
       (s)             (m)             (m)             (m)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)
    0.5600   0.0000000E+00   0.0000000E+00  -1.0044720E+00   0.0000000E+00   0.0000000E+00   8.5787805E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.5700   0.0000000E+00   0.0000000E+00  -9.9871755E-01   0.0000000E+00   0.0000000E+00  -6.4471184E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.5800   0.0000000E+00   0.0000000E+00  -9.9613053E-01   0.0000000E+00   0.0000000E+00  -6.1054688E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.5900   0.0000000E+00   0.0000000E+00  -1.0016668E+00   0.0000000E+00   0.0000000E+00   2.1498690E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.6000   0.0000000E+00   0.0000000E+00  -1.0038925E+00   0.0000000E+00   0.0000000E+00   5.5083563E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.6100   0.0000000E+00   0.0000000E+00  -9.9825996E-01   0.0000000E+00   0.0000000E+00  -9.4527618E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.6200   0.0000000E+00   0.0000000E+00  -9.9646825E-01   0.0000000E+00   0.0000000E+00  -4.7117374E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.6300   0.0000000E+00   0.0000000E+00  -1.0017521E+00   0.0000000E+00   0.0000000E+00   2.7853725E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.6400   0.0000000E+00   0.0000000E+00  -1.0038155E+00   0.0000000E+00   0.0000000E+00   5.1720264E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.6500   0.0000000E+00   0.0000000E+00  -9.9853164E-01   0.0000000E+00   0.0000000E+00  -7.2689362E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.6600   0.0000000E+00   0.0000000E+00  -9.9636012E-01   0.0000000E+00   0.0000000E+00  -5.1437299E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.6700   0.0000000E+00   0.0000000E+00  -1.0011330E+00   0.0000000E+00   0.0000000E+00  -1.2311183E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.6800   0.0000000E+00   0.0000000E+00  -1.0041332E+00   0.0000000E+00   0.0000000E+00   6.7054004E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.6900   0.0000000E+00   0.0000000E+00  -9.9941307E-01   0.0000000E+00   0.0000000E+00  -4.2616577E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.7000   0.0000000E+00   0.0000000E+00  -9.9615073E-01   0.0000000E+00   0.0000000E+00  -6.0441980E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.7100   0.0000000E+00   0.0000000E+00  -9.9994189E-01   0.0000000E+00   0.0000000E+00  -2.7942387E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.7200   0.0000000E+00   0.0000000E+00  -1.0041749E+00   0.0000000E+00   0.0000000E+00   6.9383826E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.7300   0.0000000E+00   0.0000000E+00  -1.0008390E+00   0.0000000E+00   0.0000000E+00  -3.4459290E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.7400   0.0000000E+00   0.0000000E+00  -9.9660504E-01   0.0000000E+00   0.0000000E+00  -4.2702768E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.7500   0.0000000E+00   0.0000000E+00  -9.9833626E-01   0.0000000E+00   0.0000000E+00  -7.5307571E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.7600   0.0000000E+00   0.0000000E+00  -1.0029622E+00   0.0000000E+00   0.0000000E+00   2.3029303E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.7700   0.0000000E+00   0.0000000E+00  -1.0027282E+00   0.0000000E+00   0.0000000E+00   1.6392447E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.7800   0.0000000E+00   0.0000000E+00  -9.9822772E-01   0.0000000E+00   0.0000000E+00  -9.4201843E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.7900   0.0000000E+00   0.0000000E+00  -9.9674958E-01   0.0000000E+00   0.0000000E+00  -3.7616220E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.8000   0.0000000E+00   0.0000000E+00  -1.0006729E+00   0.0000000E+00   0.0000000E+00  -2.6017532E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.8100   0.0000000E+00   0.0000000E+00  -1.0040178E+00   0.0000000E+00   0.0000000E+00   6.1437323E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.8200   0.0000000E+00   0.0000000E+00  -1.0005977E+00   0.0000000E+00   0.0000000E+00  -3.6918442E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.8300   0.0000000E+00   0.0000000E+00  -9.9686193E-01   0.0000000E+00   0.0000000E+00  -3.4450143E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.8400   0.0000000E+00   0.0000000E+00  -9.9816018E-01   0.0000000E+00   0.0000000E+00  -9.2830208E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.8500   0.0000000E+00   0.0000000E+00  -1.0022929E+00   0.0000000E+00   0.0000000E+00   9.0756104E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.8600   0.0000000E+00   0.0000000E+00  -1.0032791E+00   0.0000000E+00   0.0000000E+00   3.1574063E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.8700   0.0000000E+00   0.0000000E+00  -9.9926597E-01   0.0000000E+00   0.0000000E+00  -4.2034122E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.8800   0.0000000E+00   0.0000000E+00  -9.9663621E-01   0.0000000E+00   0.0000000E+00  -4.1481714E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.8900   0.0000000E+00   0.0000000E+00  -9.9922830E-01   0.0000000E+00   0.0000000E+00  -3.5057404E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.9000   0.0000000E+00   0.0000000E+00  -1.0031323E+00   0.0000000E+00   0.0000000E+00   2.7575668E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.9100   0.0000000E+00   0.0000000E+00  -1.0024384E+00   0.0000000E+00   0.0000000E+00   1.0701522E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.9200   0.0000000E+00   0.0000000E+00  -9.9860036E-01   0.0000000E+00   0.0000000E+00  -6.4755669E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.9300   0.0000000E+00   0.0000000E+00  -9.9683833E-01   0.0000000E+00   0.0000000E+00  -3.4994455E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.9400   0.0000000E+00   0.0000000E+00  -9.9975342E-01   0.0000000E+00   0.0000000E+00  -3.0860144E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.9500   0.0000000E+00   0.0000000E+00  -1.0033696E+00   0.0000000E+00   0.0000000E+00   3.4992621E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.9600   0.0000000E+00   0.0000000E+00  -1.0020673E+00   0.0000000E+00   0.0000000E+00   5.0507500E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.9700   0.0000000E+00   0.0000000E+00  -9.9845189E-01   0.0000000E+00   0.0000000E+00  -7.3975830E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.9800   0.0000000E+00   0.0000000E+00  -9.9697912E-01   0.0000000E+00   0.0000000E+00  -3.0950818E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    0.9900   0.0000000E+00   0.0000000E+00  -9.9978322E-01   0.0000000E+00   0.0000000E+00  -3.1158785E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.0000   0.0000000E+00   0.0000000E+00  -1.0032527E+00   0.0000000E+00   0.0000000E+00   3.1149445E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.0100   0.0000000E+00   0.0000000E+00  -1.0021821E+00   0.0000000E+00   0.0000000E+00   6.6455406E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.0200   0.0000000E+00   0.0000000E+00  -9.9871653E-01   0.0000000E+00   0.0000000E+00  -5.7848545E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.0300   0.0000000E+00   0.0000000E+00  -9.9699533E-01   0.0000000E+00   0.0000000E+00  -3.0535855E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.0400   0.0000000E+00   0.0000000E+00  -9.9939156E-01   0.0000000E+00   0.0000000E+00  -3.3740036E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.0500   0.0000000E+00   0.0000000E+00  -1.0027934E+00   0.0000000E+00   0.0000000E+00   1.8606187E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.0600   0.0000000E+00   0.0000000E+00  -1.0026940E+00   0.0000000E+00   0.0000000E+00   1.5888855E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.0700   0.0000000E+00   0.0000000E+00  -9.9935049E-01   0.0000000E+00   0.0000000E+00  -3.9432201E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.0800   0.0000000E+00   0.0000000E+00  -9.9709517E-01   0.0000000E+00   0.0000000E+00  -2.7939682E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.0900   0.0000000E+00   0.0000000E+00  -9.9867398E-01   0.0000000E+00   0.0000000E+00  -5.5361187E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.1000   0.0000000E+00   0.0000000E+00  -1.0018846E+00   0.0000000E+00   0.0000000E+00   3.5612492E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.1100   0.0000000E+00   0.0000000E+00  -1.0033414E+00   0.0000000E+00   0.0000000E+00   3.3817438E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.1200   0.0000000E+00   0.0000000E+00  -1.0003438E+00   0.0000000E+00   0.0000000E+00  -3.6371918E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.1300   0.0000000E+00   0.0000000E+00  -9.9762201E-01   0.0000000E+00   0.0000000E+00  -1.6959096E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.1400   0.0000000E+00   0.0000000E+00  -9.9780399E-01   0.0000000E+00   0.0000000E+00  -1.3892976E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.1500   0.0000000E+00   0.0000000E+00  -1.0005933E+00   0.0000000E+00   0.0000000E+00  -2.9564867E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.1600   0.0000000E+00   0.0000000E+00  -1.0033764E+00   0.0000000E+00   0.0000000E+00   3.5105154E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.1700   0.0000000E+00   0.0000000E+00  -1.0017080E+00   0.0000000E+00   0.0000000E+00   1.3005665E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.1800   0.0000000E+00   0.0000000E+00  -9.9874032E-01   0.0000000E+00   0.0000000E+00  -5.5936901E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.1900   0.0000000E+00   0.0000000E+00  -9.9726903E-01   0.0000000E+00   0.0000000E+00  -2.3785216E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.2000   0.0000000E+00   0.0000000E+00  -9.9913114E-01   0.0000000E+00   0.0000000E+00  -3.8877338E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.2100   0.0000000E+00   0.0000000E+00  -1.0021019E+00   0.0000000E+00   0.0000000E+00   6.0984249E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.2200   0.0000000E+00   0.0000000E+00  -1.0031413E+00   0.0000000E+00   0.0000000E+00   2.7495810E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.2300   0.0000000E+00   0.0000000E+00  -1.0003254E+00   0.0000000E+00   0.0000000E+00  -3.5993225E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.2400   0.0000000E+00   0.0000000E+00  -9.9785054E-01   0.0000000E+00   0.0000000E+00  -1.3432141E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.2500   0.0000000E+00   0.0000000E+00  -9.9777907E-01   0.0000000E+00   0.0000000E+00  -1.4302725E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.2600   0.0000000E+00   0.0000000E+00  -1.0001806E+00   0.0000000E+00   0.0000000E+00  -3.2124916E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.2700   0.0000000E+00   0.0000000E+00  -1.0029749E+00   0.0000000E+00   0.0000000E+00   2.3010680E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.2800   0.0000000E+00   0.0000000E+00  -1.0023011E+00   0.0000000E+00   0.0000000E+00   8.5666794E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.2900   0.0000000E+00   0.0000000E+00  -9.9948627E-01   0.0000000E+00   0.0000000E+00  -3.7228245E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.3000   0.0000000E+00   0.0000000E+00  -9.9754393E-01   0.0000000E+00   0.0000000E+00  -1.8254892E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.3100   0.0000000E+00   0.0000000E+00  -9.9835116E-01   0.0000000E+00   0.0000000E+00  -7.7909798E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.3200   0.0000000E+00   0.0000000E+00  -1.0008613E+00   0.0000000E+00   0.0000000E+00  -2.5774628E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.3300   0.0000000E+00   0.0000000E+00  -1.0032470E+00   0.0000000E+00   0.0000000E+00   3.0832324E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.3400   0.0000000E+00   0.0000000E+00  -1.0016917E+00   0.0000000E+00   0.0000000E+00   1.2151579E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.3500   0.0000000E+00   0.0000000E+00  -9.9906838E-01   0.0000000E+00   0.0000000E+00  -4.3641792E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.3600   0.0000000E+00   0.0000000E+00  -9.9753952E-01   0.0000000E+00   0.0000000E+00  -1.8317152E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.3700   0.0000000E+00   0.0000000E+00  -9.9869239E-01   0.0000000E+00   0.0000000E+00  -5.5392944E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.3800   0.0000000E+00   0.0000000E+00  -1.0011727E+00   0.0000000E+00   0.0000000E+00  -1.6129440E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.3900   0.0000000E+00   0.0000000E+00  -1.0032508E+00   0.0000000E+00   0.0000000E+00   3.0935214E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.4000   0.0000000E+00   0.0000000E+00  -1.0014486E+00   0.0000000E+00   0.0000000E+00  -5.7217917E+00  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.4100   0.0000000E+00   0.0000000E+00  -9.9897391E-01   0.0000000E+00   0.0000000E+00  -4.6174763E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.4200   0.0000000E+00   0.0000000E+00  -9.9761790E-01   0.0000000E+00   0.0000000E+00  -1.6937425E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.4300   0.0000000E+00   0.0000000E+00  -9.9876547E-01   0.0000000E+00   0.0000000E+00  -5.1954029E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.4400   0.0000000E+00   0.0000000E+00  -1.0011401E+00   0.0000000E+00   0.0000000E+00  -1.7578091E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.4500   0.0000000E+00   0.0000000E+00  -1.0031948E+00   0.0000000E+00   0.0000000E+00   2.9191708E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.4600   0.0000000E+00   0.0000000E+00  -1.0015428E+00   0.0000000E+00   0.0000000E+00   7.3084515E-01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.4700   0.0000000E+00   0.0000000E+00  -9.9914038E-01   0.0000000E+00   0.0000000E+00  -4.1660976E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.4800   0.0000000E+00   0.0000000E+00  -9.9772471E-01   0.0000000E+00   0.0000000E+00  -1.5202760E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.4900   0.0000000E+00   0.0000000E+00  -9.9860775E-01   0.0000000E+00   0.0000000E+00  -6.0336292E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.5000   0.0000000E+00   0.0000000E+00  -1.0008056E+00   0.0000000E+00   0.0000000E+00  -2.7368782E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.5100   0.0000000E+00   0.0000000E+00  -1.0030427E+00   0.0000000E+00   0.0000000E+00   2.4779189E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.5200   0.0000000E+00   0.0000000E+00  -1.0019336E+00   0.0000000E+00   0.0000000E+00   3.6482494E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.5300   0.0000000E+00   0.0000000E+00  -9.9954313E-01   0.0000000E+00   0.0000000E+00  -3.6288597E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.5400   0.0000000E+00   0.0000000E+00  -9.9792939E-01   0.0000000E+00   0.0000000E+00  -1.2315635E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.5500   0.0000000E+00   0.0000000E+00  -9.9830061E-01   0.0000000E+00   0.0000000E+00  -8.2745010E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.5600   0.0000000E+00   0.0000000E+00  -1.0002289E+00   0.0000000E+00   0.0000000E+00  -3.2756264E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.5700   0.0000000E+00   0.0000000E+00  -1.0025996E+00   0.0000000E+00   0.0000000E+00   1.4245390E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.5800   0.0000000E+00   0.0000000E+00  -1.0025367E+00   0.0000000E+00   0.0000000E+00   1.2795238E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.5900   0.0000000E+00   0.0000000E+00  -1.0001870E+00   0.0000000E+00   0.0000000E+00  -3.5375767E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.6000   0.0000000E+00   0.0000000E+00  -9.9834836E-01   0.0000000E+00   0.0000000E+00  -7.9721596E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.6100   0.0000000E+00   0.0000000E+00  -9.9799734E-01   0.0000000E+00   0.0000000E+00  -1.1436589E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.6200   0.0000000E+00   0.0000000E+00  -9.9949569E-01   0.0000000E+00   0.0000000E+00  -3.4489101E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.6300   0.0000000E+00   0.0000000E+00  -1.0017405E+00   0.0000000E+00   0.0000000E+00   1.9996374E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.6400   0.0000000E+00   0.0000000E+00  -1.0030377E+00   0.0000000E+00   0.0000000E+00   2.4601543E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.6500   0.0000000E+00   0.0000000E+00  -1.0011020E+00   0.0000000E+00   0.0000000E+00  -2.2232838E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.6600   0.0000000E+00   0.0000000E+00  -9.9905205E-01   0.0000000E+00   0.0000000E+00  -4.3472206E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.6700   0.0000000E+00   0.0000000E+00  -9.9795669E-01   0.0000000E+00   0.0000000E+00  -1.1952273E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.6800   0.0000000E+00   0.0000000E+00  -9.9872261E-01   0.0000000E+00   0.0000000E+00  -5.4443691E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.6900   0.0000000E+00   0.0000000E+00  -1.0006158E+00   0.0000000E+00   0.0000000E+00  -3.0620573E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.7000   0.0000000E+00   0.0000000E+00  -1.0027672E+00   0.0000000E+00   0.0000000E+00   1.7824454E+02  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
    1.7100   0.0000000E+00   0.0000000E+00  -1.0022528E+00   0.0000000E+00   0.0000000E+00   7.8994118E+01  -1.0000000E+00   0.0000000E+00  -1.0000000E+00   1.0000000E+00   0.0000000E+00  -1.0000000E+00
