0.0001	 6.9115e-06	 0	 0	 -0	 0	 -0
0.0002	 1.31947e-05	 0	 0	 -0	 0	 -0
0.0003	 1.94779e-05	 0	 0	 -0	 0	 -0
0.0004	 2.5761e-05	 0	 0	 -0	 0	 -0
0.0005	 3.20442e-05	 0	 0	 -0	 0	 -0
0.0006	 3.83273e-05	 0	 0	 -0	 0	 -0
0.0007	 4.46105e-05	 0	 0	 -0	 0	 -0
0.0008	 5.08936e-05	 0	 0	 -0	 0	 -0
0.0009	 5.71767e-05	 0	 0	 -0	 0	 -0
0.001	 6.34597e-05	 0	 0	 -0	 0	 -0
0.0011	 6.97428e-05	 0	 0	 -0	 0	 -0
0.0012	 7.60258e-05	 0	 0	 -0	 0	 -0
0.0013	 8.23088e-05	 0	 0	 -0	 0	 -0
0.0014	 8.85918e-05	 0	 0	 -0	 0	 -0
0.0015	 9.48747e-05	 0	 0	 -0	 0	 -0
0.0016	 0.000101158	 0	 0	 -0	 0	 -0
0.0017	 0.00010744	 0	 0	 -0	 0	 -0
0.0018	 0.000113723	 0	 0	 -0	 0	 -0
0.0019	 0.000120006	 0	 0	 -0	 0	 -0
0.002	 0.000126289	 0	 0	 -0	 0	 -0
0.00211	 0.0001332	 0	 0	 -0	 0	 -0
0.00221	 0.000139482	 0	 0	 -0	 0	 -0
0.00231	 0.000145765	 0	 0	 -0	 0	 -0
0.00241	 0.000152047	 0	 0	 -0	 0	 -0
0.00251	 0.00015833	 0	 0	 -0	 0	 -0
0.00261	 0.000164612	 0	 0	 -0	 0	 -0
0.00271	 0.000170894	 0	 0	 -0	 0	 -0
0.00281	 0.000177177	 0	 0	 -0	 0	 -0
0.00291	 0.000183459	 0	 0	 -0	 0	 -0
0.00301	 0.000189741	 0	 0	 -0	 0	 -0
0.00311	 0.000196023	 0	 0	 -0	 0	 -0
0.00321	 0.000202305	 0	 0	 -0	 0	 -0
0.00331	 0.000208587	 0	 0	 -0	 0	 -0
0.00341	 0.000214868	 0	 0	 -0	 0	 -0
0.00351	 0.00022115	 0	 0	 -0	 0	 -0
0.00361	 0.000227432	 0	 0	 -0	 0	 -0
0.00371	 0.000233713	 0	 0	 -0	 0	 -0
0.00381	 0.000239995	 0	 0	 -0	 0	 -0
0.00391	 0.000246276	 0	 0	 -0	 0	 -0
0.00401	 0.000252557	 0	 0	 -0	 0	 -0
0.00411	 0.000258838	 0	 0	 -0	 0	 -0
0.00421	 0.000265119	 0	 0	 -0	 0	 -0
0.00431	 0.0002714	 0	 0	 -0	 0	 -0
0.00441	 0.000277681	 0	 0	 -0	 0	 -0
0.00451	 0.000283962	 0	 0	 -0	 0	 -0
0.00461	 0.000290242	 0	 0	 -0	 0	 -0
0.00471	 0.000296523	 0	 0	 -0	 0	 -0
0.00481	 0.000302803	 0	 0	 -0	 0	 -0
0.00491	 0.000309083	 0	 0	 -0	 0	 -0
0.00501	 0.000315364	 0	 0	 -0	 0	 -0
0.00511	 0.000321644	 0	 0	 -0	 0	 -0
0.00521	 0.000327923	 0	 0	 -0	 0	 -0
0.00531	 0.000334203	 0	 0	 -0	 0	 -0
0.00541	 0.000340483	 0	 0	 -0	 0	 -0
0.00551	 0.000346762	 0	 0	 -0	 0	 -0
0.00561	 0.000353042	 0	 0	 -0	 0	 -0
0.00571	 0.000359321	 0	 0	 -0	 0	 -0
0.00581	 0.0003656	 0	 0	 -0	 0	 -0
0.00591	 0.000371879	 0	 0	 -0	 0	 -0
0.00601	 0.000378158	 0	 0	 -0	 0	 -0
0.00611	 0.000384436	 0	 0	 -0	 0	 -0
0.00621	 0.000390715	 0	 0	 -0	 0	 -0
0.00631	 0.000396993	 0	 0	 -0	 0	 -0
0.00641	 0.000403271	 0	 0	 -0	 0	 -0
0.00651	 0.000409549	 0	 0	 -0	 0	 -0
0.00661	 0.000415827	 0	 0	 -0	 0	 -0
0.00671	 0.000422105	 0	 0	 -0	 0	 -0
0.00681	 0.000428382	 0	 0	 -0	 0	 -0
0.00691	 0.000434659	 0	 0	 -0	 0	 -0
0.00701	 0.000440937	 0	 0	 -0	 0	 -0
0.00711	 0.000447214	 0	 0	 -0	 0	 -0
0.00721	 0.00045349	 0	 0	 -0	 0	 -0
0.00731	 0.000459767	 0	 0	 -0	 0	 -0
0.00741	 0.000466043	 0	 0	 -0	 0	 -0
0.00751	 0.00047232	 0	 0	 -0	 0	 -0
0.00761	 0.000478596	 0	 0	 -0	 0	 -0
0.00771	 0.000484872	 0	 0	 -0	 0	 -0
0.00781	 0.000491147	 0	 0	 -0	 0	 -0
0.00791	 0.000497423	 0	 0	 -0	 0	 -0
0.00801	 0.000503698	 0	 0	 -0	 0	 -0
0.00811	 0.000509973	 0	 0	 -0	 0	 -0
0.00821	 0.000516248	 0	 0	 -0	 0	 -0
0.00831	 0.000522523	 0	 0	 -0	 0	 -0
0.00841	 0.000528797	 0	 0	 -0	 0	 -0
0.00851	 0.000535072	 0	 0	 -0	 0	 -0
0.00861	 0.000541346	 0	 0	 -0	 0	 -0
0.00871	 0.00054762	 0	 0	 -0	 0	 -0
0.00881	 0.000553893	 0	 0	 -0	 0	 -0
0.00891	 0.000560167	 0	 0	 -0	 0	 -0
0.00901	 0.00056644	 0	 0	 -0	 0	 -0
