Time	 AnchTen1	 FairTen1	 
(s)	 (N)       	 (N)       	 
1.2061	 6.98727e+07	 6.98693e+07	 
1.2062	 6.98727e+07	 6.98693e+07	 
1.2063	 6.98726e+07	 6.98693e+07	 
1.2064	 6.98726e+07	 6.98693e+07	 
1.2065	 6.98726e+07	 6.98693e+07	 
1.2066	 6.98726e+07	 6.98692e+07	 
1.2067	 6.98726e+07	 6.98692e+07	 
1.2068	 6.98726e+07	 6.98692e+07	 
1.2069	 6.98726e+07	 6.98692e+07	 
1.207	 6.98726e+07	 6.98692e+07	 
1.2071	 6.98725e+07	 6.98692e+07	 
1.2072	 6.98725e+07	 6.98692e+07	 
1.2073	 6.98725e+07	 6.98692e+07	 
1.2074	 6.98725e+07	 6.98691e+07	 
1.2075	 6.98725e+07	 6.98691e+07	 
1.2076	 6.98725e+07	 6.98691e+07	 
1.2077	 6.98725e+07	 6.98691e+07	 
1.2078	 6.98724e+07	 6.98691e+07	 
1.2079	 6.98724e+07	 6.98691e+07	 
1.208	 6.98724e+07	 6.98691e+07	 
1.2081	 6.98724e+07	 6.9869e+07	 
1.2082	 6.98724e+07	 6.9869e+07	 
1.2083	 6.98724e+07	 6.9869e+07	 
1.2084	 6.98723e+07	 6.9869e+07	 
1.2085	 6.98723e+07	 6.9869e+07	 
1.2086	 6.98723e+07	 6.9869e+07	 
1.2087	 6.98723e+07	 6.98689e+07	 
1.2088	 6.98723e+07	 6.98689e+07	 
1.2089	 6.98723e+07	 6.98689e+07	 
1.209	 6.98722e+07	 6.98689e+07	 
1.2091	 6.98722e+07	 6.98689e+07	 
1.2092	 6.98722e+07	 6.98689e+07	 
1.2093	 6.98722e+07	 6.98688e+07	 
1.2094	 6.98722e+07	 6.98688e+07	 
1.2095	 6.98721e+07	 6.98688e+07	 
1.2096	 6.98721e+07	 6.98688e+07	 
1.2097	 6.98721e+07	 6.98688e+07	 
1.2098	 6.98721e+07	 6.98687e+07	 
1.2099	 6.98721e+07	 6.98687e+07	 
1.21	 6.9872e+07	 6.98687e+07	 
1.2101	 6.9872e+07	 6.98687e+07	 
1.2102	 6.9872e+07	 6.98687e+07	 
1.2103	 6.9872e+07	 6.98687e+07	 
1.2104	 6.9872e+07	 6.98686e+07	 
1.2105	 6.98719e+07	 6.98686e+07	 
1.2106	 6.98719e+07	 6.98686e+07	 
1.2107	 6.98719e+07	 6.98686e+07	 
1.2108	 6.98719e+07	 6.98686e+07	 
1.2109	 6.98719e+07	 6.98685e+07	 
1.211	 6.98718e+07	 6.98685e+07	 
1.2111	 6.98718e+07	 6.98685e+07	 
1.2112	 6.98718e+07	 6.98685e+07	 
1.2113	 6.98718e+07	 6.98685e+07	 
1.2114	 6.98718e+07	 6.98684e+07	 
1.2115	 6.98717e+07	 6.98684e+07	 
1.2116	 6.98717e+07	 6.98684e+07	 
1.2117	 6.98717e+07	 6.98684e+07	 
1.2118	 6.98717e+07	 6.98684e+07	 
1.2119	 6.98717e+07	 6.98684e+07	 
1.212	 6.98717e+07	 6.98683e+07	 
1.2121	 6.98716e+07	 6.98683e+07	 
1.2122	 6.98716e+07	 6.98683e+07	 
1.2123	 6.98716e+07	 6.98683e+07	 
1.2124	 6.98716e+07	 6.98683e+07	 
1.2125	 6.98716e+07	 6.98683e+07	 
1.2126	 6.98715e+07	 6.98682e+07	 
1.2127	 6.98715e+07	 6.98682e+07	 
1.2128	 6.98715e+07	 6.98682e+07	 
1.2129	 6.98715e+07	 6.98682e+07	 
1.213	 6.98715e+07	 6.98682e+07	 
1.2131	 6.98715e+07	 6.98682e+07	 
1.2132	 6.98714e+07	 6.98681e+07	 
1.2133	 6.98714e+07	 6.98681e+07	 
1.2134	 6.98714e+07	 6.98681e+07	 
1.2135	 6.98714e+07	 6.98681e+07	 
1.2136	 6.98714e+07	 6.98681e+07	 
1.2137	 6.98714e+07	 6.98681e+07	 
1.2138	 6.98713e+07	 6.98681e+07	 
1.2139	 6.98713e+07	 6.9868e+07	 
1.214	 6.98713e+07	 6.9868e+07	 
1.2141	 6.98713e+07	 6.9868e+07	 
1.2142	 6.98713e+07	 6.9868e+07	 
1.2143	 6.98713e+07	 6.9868e+07	 
1.2144	 6.98713e+07	 6.9868e+07	 
1.2145	 6.98713e+07	 6.9868e+07	 
1.2146	 6.98712e+07	 6.98679e+07	 
1.2147	 6.98712e+07	 6.98679e+07	 
1.2148	 6.98712e+07	 6.98679e+07	 
1.2149	 6.98712e+07	 6.98679e+07	 
1.215	 6.98712e+07	 6.98679e+07	 
1.2151	 6.98712e+07	 6.98679e+07	 
1.2152	 6.98712e+07	 6.98679e+07	 
1.2153	 6.98712e+07	 6.98679e+07	 
1.2154	 6.98712e+07	 6.98679e+07	 
1.2155	 6.98711e+07	 6.98679e+07	 
1.2156	 6.98711e+07	 6.98679e+07	 
1.2157	 6.98711e+07	 6.98678e+07	 
1.2158	 6.98711e+07	 6.98678e+07	 
1.2159	 6.98711e+07	 6.98678e+07	 
1.216	 6.98711e+07	 6.98678e+07	 
1.2161	 6.98711e+07	 6.98678e+07	 
1.2162	 6.98711e+07	 6.98678e+07	 
1.2163	 6.98711e+07	 6.98678e+07	 
1.2164	 6.98711e+07	 6.98678e+07	 
1.2165	 6.98711e+07	 6.98678e+07	 
1.2166	 6.98711e+07	 6.98678e+07	 
1.2167	 6.98711e+07	 6.98678e+07	 
1.2168	 6.98711e+07	 6.98678e+07	 
1.2169	 6.98711e+07	 6.98678e+07	 
1.217	 6.98711e+07	 6.98678e+07	 
1.2171	 6.98711e+07	 6.98678e+07	 
1.2172	 6.98711e+07	 6.98678e+07	 
1.2173	 6.98711e+07	 6.98678e+07	 
1.2174	 6.98711e+07	 6.98678e+07	 
1.2175	 6.98711e+07	 6.98678e+07	 
1.2176	 6.98711e+07	 6.98678e+07	 
1.2177	 6.98711e+07	 6.98678e+07	 
1.2178	 6.98711e+07	 6.98678e+07	 
1.2179	 6.98711e+07	 6.98678e+07	 
1.218	 6.98711e+07	 6.98678e+07	 
1.2181	 6.98711e+07	 6.98678e+07	 
1.2182	 6.98711e+07	 6.98678e+07	 
1.2183	 6.98711e+07	 6.98678e+07	 
1.2184	 6.98711e+07	 6.98678e+07	 
1.2185	 6.98711e+07	 6.98678e+07	 
1.2186	 6.98711e+07	 6.98678e+07	 
1.2187	 6.98711e+07	 6.98678e+07	 
1.2188	 6.98711e+07	 6.98678e+07	 
1.2189	 6.98711e+07	 6.98678e+07	 
1.219	 6.98711e+07	 6.98678e+07	 
1.2191	 6.98711e+07	 6.98678e+07	 
1.2192	 6.98711e+07	 6.98678e+07	 
1.2193	 6.98711e+07	 6.98678e+07	 
1.2194	 6.98711e+07	 6.98678e+07	 
1.2195	 6.98711e+07	 6.98678e+07	 
1.2196	 6.98711e+07	 6.98679e+07	 
1.2197	 6.98711e+07	 6.98679e+07	 
1.2198	 6.98712e+07	 6.98679e+07	 
1.2199	 6.98712e+07	 6.98679e+07	 
1.22	 6.98712e+07	 6.98679e+07	 
1.2201	 6.98712e+07	 6.98679e+07	 
1.2202	 6.98712e+07	 6.98679e+07	 
1.2203	 6.98712e+07	 6.98679e+07	 
1.2204	 6.98712e+07	 6.98679e+07	 
1.2205	 6.98712e+07	 6.98679e+07	 
1.2206	 6.98712e+07	 6.9868e+07	 
1.2207	 6.98713e+07	 6.9868e+07	 
1.2208	 6.98713e+07	 6.9868e+07	 
1.2209	 6.98713e+07	 6.9868e+07	 
1.221	 6.98713e+07	 6.9868e+07	 
1.2211	 6.98713e+07	 6.9868e+07	 
1.2212	 6.98713e+07	 6.9868e+07	 
1.2213	 6.98713e+07	 6.9868e+07	 
1.2214	 6.98713e+07	 6.9868e+07	 
1.2215	 6.98714e+07	 6.98681e+07	 
1.2216	 6.98714e+07	 6.98681e+07	 
1.2217	 6.98714e+07	 6.98681e+07	 
1.2218	 6.98714e+07	 6.98681e+07	 
1.2219	 6.98714e+07	 6.98681e+07	 
1.222	 6.98714e+07	 6.98681e+07	 
1.2221	 6.98715e+07	 6.98681e+07	 
1.2222	 6.98715e+07	 6.98682e+07	 
1.2223	 6.98715e+07	 6.98682e+07	 
1.2224	 6.98715e+07	 6.98682e+07	 
1.2225	 6.98715e+07	 6.98682e+07	 
1.2226	 6.98715e+07	 6.98682e+07	 
1.2227	 6.98715e+07	 6.98682e+07	 
1.2228	 6.98716e+07	 6.98683e+07	 
1.2229	 6.98716e+07	 6.98683e+07	 
1.223	 6.98716e+07	 6.98683e+07	 
1.2231	 6.98716e+07	 6.98683e+07	 
1.2232	 6.98716e+07	 6.98683e+07	 
1.2233	 6.98717e+07	 6.98683e+07	 
1.2234	 6.98717e+07	 6.98684e+07	 
1.2235	 6.98717e+07	 6.98684e+07	 
1.2236	 6.98717e+07	 6.98684e+07	 
1.2237	 6.98717e+07	 6.98684e+07	 
1.2238	 6.98717e+07	 6.98684e+07	 
1.2239	 6.98718e+07	 6.98684e+07	 
1.224	 6.98718e+07	 6.98685e+07	 
1.2241	 6.98718e+07	 6.98685e+07	 
1.2242	 6.98718e+07	 6.98685e+07	 
1.2243	 6.98718e+07	 6.98685e+07	 
1.2244	 6.98718e+07	 6.98685e+07	 
1.2245	 6.98719e+07	 6.98685e+07	 
1.2246	 6.98719e+07	 6.98686e+07	 
1.2247	 6.98719e+07	 6.98686e+07	 
1.2248	 6.98719e+07	 6.98686e+07	 
1.2249	 6.98719e+07	 6.98686e+07	 
1.225	 6.9872e+07	 6.98686e+07	 
1.2251	 6.9872e+07	 6.98686e+07	 
1.2252	 6.9872e+07	 6.98687e+07	 
1.2253	 6.9872e+07	 6.98687e+07	 
1.2254	 6.9872e+07	 6.98687e+07	 
1.2255	 6.9872e+07	 6.98687e+07	 
1.2256	 6.98721e+07	 6.98687e+07	 
1.2257	 6.98721e+07	 6.98687e+07	 
1.2258	 6.98721e+07	 6.98688e+07	 
1.2259	 6.98721e+07	 6.98688e+07	 
1.226	 6.98721e+07	 6.98688e+07	 
1.2261	 6.98721e+07	 6.98688e+07	 
1.2262	 6.98722e+07	 6.98688e+07	 
1.2263	 6.98722e+07	 6.98688e+07	 
1.2264	 6.98722e+07	 6.98689e+07	 
1.2265	 6.98722e+07	 6.98689e+07	 
1.2266	 6.98722e+07	 6.98689e+07	 
1.2267	 6.98722e+07	 6.98689e+07	 
1.2268	 6.98723e+07	 6.98689e+07	 
1.2269	 6.98723e+07	 6.98689e+07	 
1.227	 6.98723e+07	 6.98689e+07	 
1.2271	 6.98723e+07	 6.9869e+07	 
1.2272	 6.98723e+07	 6.9869e+07	 
1.2273	 6.98723e+07	 6.9869e+07	 
1.2274	 6.98724e+07	 6.9869e+07	 
1.2275	 6.98724e+07	 6.9869e+07	 
1.2276	 6.98724e+07	 6.9869e+07	 
1.2277	 6.98724e+07	 6.9869e+07	 
1.2278	 6.98724e+07	 6.98691e+07	 
1.2279	 6.98724e+07	 6.98691e+07	 
1.228	 6.98724e+07	 6.98691e+07	 
1.2281	 6.98724e+07	 6.98691e+07	 
1.2282	 6.98725e+07	 6.98691e+07	 
1.2283	 6.98725e+07	 6.98691e+07	 
1.2284	 6.98725e+07	 6.98691e+07	 
1.2285	 6.98725e+07	 6.98691e+07	 
1.2286	 6.98725e+07	 6.98691e+07	 
1.2287	 6.98725e+07	 6.98692e+07	 
1.2288	 6.98725e+07	 6.98692e+07	 
1.2289	 6.98725e+07	 6.98692e+07	 
1.229	 6.98725e+07	 6.98692e+07	 
1.2291	 6.98725e+07	 6.98692e+07	 
1.2292	 6.98726e+07	 6.98692e+07	 
1.2293	 6.98726e+07	 6.98692e+07	 
1.2294	 6.98726e+07	 6.98692e+07	 
1.2295	 6.98726e+07	 6.98692e+07	 
1.2296	 6.98726e+07	 6.98692e+07	 
1.2297	 6.98726e+07	 6.98692e+07	 
1.2298	 6.98726e+07	 6.98692e+07	 
1.2299	 6.98726e+07	 6.98692e+07	 
1.23	 6.98726e+07	 6.98693e+07	 
1.2301	 6.98726e+07	 6.98693e+07	 
1.2302	 6.98726e+07	 6.98693e+07	 
1.2303	 6.98726e+07	 6.98693e+07	 
1.2304	 6.98726e+07	 6.98693e+07	 
1.2305	 6.98726e+07	 6.98693e+07	 
1.2306	 6.98726e+07	 6.98693e+07	 
1.2307	 6.98726e+07	 6.98693e+07	 
1.2308	 6.98726e+07	 6.98693e+07	 
1.2309	 6.98726e+07	 6.98693e+07	 
1.231	 6.98727e+07	 6.98693e+07	 
1.2311	 6.98727e+07	 6.98693e+07	 
1.2312	 6.98727e+07	 6.98693e+07	 
1.2313	 6.98727e+07	 6.98693e+07	 
1.2314	 6.98727e+07	 6.98693e+07	 
1.2315	 6.98727e+07	 6.98693e+07	 
1.2316	 6.98727e+07	 6.98693e+07	 
1.2317	 6.98727e+07	 6.98693e+07	 
1.2318	 6.98727e+07	 6.98693e+07	 
1.2319	 6.98727e+07	 6.98693e+07	 
1.232	 6.98726e+07	 6.98693e+07	 
1.2321	 6.98726e+07	 6.98693e+07	 
1.2322	 6.98726e+07	 6.98693e+07	 
1.2323	 6.98726e+07	 6.98693e+07	 
1.2324	 6.98726e+07	 6.98693e+07	 
1.2325	 6.98726e+07	 6.98693e+07	 
1.2326	 6.98726e+07	 6.98693e+07	 
1.2327	 6.98726e+07	 6.98693e+07	 
1.2328	 6.98726e+07	 6.98693e+07	 
1.2329	 6.98726e+07	 6.98692e+07	 
1.233	 6.98726e+07	 6.98692e+07	 
1.2331	 6.98726e+07	 6.98692e+07	 
1.2332	 6.98726e+07	 6.98692e+07	 
1.2333	 6.98726e+07	 6.98692e+07	 
1.2334	 6.98726e+07	 6.98692e+07	 
1.2335	 6.98726e+07	 6.98692e+07	 
1.2336	 6.98726e+07	 6.98692e+07	 
1.2337	 6.98726e+07	 6.98692e+07	 
1.2338	 6.98725e+07	 6.98692e+07	 
1.2339	 6.98725e+07	 6.98692e+07	 
1.234	 6.98725e+07	 6.98692e+07	 
1.2341	 6.98725e+07	 6.98692e+07	 
1.2342	 6.98725e+07	 6.98691e+07	 
1.2343	 6.98725e+07	 6.98691e+07	 
1.2344	 6.98725e+07	 6.98691e+07	 
1.2345	 6.98725e+07	 6.98691e+07	 
1.2346	 6.98725e+07	 6.98691e+07	 
1.2347	 6.98725e+07	 6.98691e+07	 
1.2348	 6.98724e+07	 6.98691e+07	 
1.2349	 6.98724e+07	 6.98691e+07	 
1.235	 6.98724e+07	 6.98691e+07	 
1.2351	 6.98724e+07	 6.9869e+07	 
1.2352	 6.98724e+07	 6.9869e+07	 
1.2353	 6.98724e+07	 6.9869e+07	 
1.2354	 6.98724e+07	 6.9869e+07	 
1.2355	 6.98723e+07	 6.9869e+07	 
1.2356	 6.98723e+07	 6.9869e+07	 
1.2357	 6.98723e+07	 6.9869e+07	 
1.2358	 6.98723e+07	 6.9869e+07	 
1.2359	 6.98723e+07	 6.98689e+07	 
1.236	 6.98723e+07	 6.98689e+07	 
1.2361	 6.98723e+07	 6.98689e+07	 
1.2362	 6.98722e+07	 6.98689e+07	 
1.2363	 6.98722e+07	 6.98689e+07	 
1.2364	 6.98722e+07	 6.98689e+07	 
1.2365	 6.98722e+07	 6.98689e+07	 
1.2366	 6.98722e+07	 6.98688e+07	 
1.2367	 6.98722e+07	 6.98688e+07	 
1.2368	 6.98722e+07	 6.98688e+07	 
1.2369	 6.98721e+07	 6.98688e+07	 
1.237	 6.98721e+07	 6.98688e+07	 
1.2371	 6.98721e+07	 6.98688e+07	 
1.2372	 6.98721e+07	 6.98688e+07	 
1.2373	 6.98721e+07	 6.98687e+07	 
1.2374	 6.98721e+07	 6.98687e+07	 
1.2375	 6.9872e+07	 6.98687e+07	 
1.2376	 6.9872e+07	 6.98687e+07	 
1.2377	 6.9872e+07	 6.98687e+07	 
1.2378	 6.9872e+07	 6.98687e+07	 
1.2379	 6.9872e+07	 6.98686e+07	 
1.238	 6.9872e+07	 6.98686e+07	 
1.2381	 6.98719e+07	 6.98686e+07	 
1.2382	 6.98719e+07	 6.98686e+07	 
1.2383	 6.98719e+07	 6.98686e+07	 
1.2384	 6.98719e+07	 6.98686e+07	 
1.2385	 6.98719e+07	 6.98685e+07	 
1.2386	 6.98719e+07	 6.98685e+07	 
1.2387	 6.98718e+07	 6.98685e+07	 
1.2388	 6.98718e+07	 6.98685e+07	 
1.2389	 6.98718e+07	 6.98685e+07	 
1.239	 6.98718e+07	 6.98685e+07	 
1.2391	 6.98718e+07	 6.98685e+07	 
1.2392	 6.98718e+07	 6.98684e+07	 
1.2393	 6.98717e+07	 6.98684e+07	 
1.2394	 6.98717e+07	 6.98684e+07	 
1.2395	 6.98717e+07	 6.98684e+07	 
1.2396	 6.98717e+07	 6.98684e+07	 
1.2397	 6.98717e+07	 6.98684e+07	 
1.2398	 6.98717e+07	 6.98683e+07	 
1.2399	 6.98716e+07	 6.98683e+07	 
1.24	 6.98716e+07	 6.98683e+07	 
1.2401	 6.98716e+07	 6.98683e+07	 
1.2402	 6.98716e+07	 6.98683e+07	 
1.2403	 6.98716e+07	 6.98683e+07	 
1.2404	 6.98716e+07	 6.98683e+07	 
1.2405	 6.98716e+07	 6.98682e+07	 
1.2406	 6.98715e+07	 6.98682e+07	 
1.2407	 6.98715e+07	 6.98682e+07	 
1.2408	 6.98715e+07	 6.98682e+07	 
1.2409	 6.98715e+07	 6.98682e+07	 
1.241	 6.98715e+07	 6.98682e+07	 
1.2411	 6.98715e+07	 6.98682e+07	 
1.2412	 6.98715e+07	 6.98682e+07	 
1.2413	 6.98714e+07	 6.98681e+07	 
1.2414	 6.98714e+07	 6.98681e+07	 
1.2415	 6.98714e+07	 6.98681e+07	 
1.2416	 6.98714e+07	 6.98681e+07	 
1.2417	 6.98714e+07	 6.98681e+07	 
1.2418	 6.98714e+07	 6.98681e+07	 
1.2419	 6.98714e+07	 6.98681e+07	 
1.242	 6.98714e+07	 6.98681e+07	 
1.2421	 6.98714e+07	 6.98681e+07	 
1.2422	 6.98713e+07	 6.9868e+07	 
1.2423	 6.98713e+07	 6.9868e+07	 
1.2424	 6.98713e+07	 6.9868e+07	 
1.2425	 6.98713e+07	 6.9868e+07	 
1.2426	 6.98713e+07	 6.9868e+07	 
1.2427	 6.98713e+07	 6.9868e+07	 
1.2428	 6.98713e+07	 6.9868e+07	 
1.2429	 6.98713e+07	 6.9868e+07	 
1.243	 6.98713e+07	 6.9868e+07	 
1.2431	 6.98713e+07	 6.9868e+07	 
1.2432	 6.98713e+07	 6.9868e+07	 
1.2433	 6.98712e+07	 6.9868e+07	 
1.2434	 6.98712e+07	 6.98679e+07	 
1.2435	 6.98712e+07	 6.98679e+07	 
1.2436	 6.98712e+07	 6.98679e+07	 
1.2437	 6.98712e+07	 6.98679e+07	 
1.2438	 6.98712e+07	 6.98679e+07	 
1.2439	 6.98712e+07	 6.98679e+07	 
1.244	 6.98712e+07	 6.98679e+07	 
1.2441	 6.98712e+07	 6.98679e+07	 
1.2442	 6.98712e+07	 6.98679e+07	 
1.2443	 6.98712e+07	 6.98679e+07	 
1.2444	 6.98712e+07	 6.98679e+07	 
1.2445	 6.98712e+07	 6.98679e+07	 
1.2446	 6.98712e+07	 6.98679e+07	 
1.2447	 6.98712e+07	 6.98679e+07	 
1.2448	 6.98712e+07	 6.98679e+07	 
1.2449	 6.98712e+07	 6.98679e+07	 
1.245	 6.98712e+07	 6.98679e+07	 
1.2451	 6.98712e+07	 6.98679e+07	 
1.2452	 6.98712e+07	 6.98679e+07	 
1.2453	 6.98712e+07	 6.98679e+07	 
1.2454	 6.98712e+07	 6.98679e+07	 
1.2455	 6.98712e+07	 6.98679e+07	 
1.2456	 6.98712e+07	 6.98679e+07	 
1.2457	 6.98712e+07	 6.98679e+07	 
1.2458	 6.98712e+07	 6.98679e+07	 
1.2459	 6.98712e+07	 6.98679e+07	 
1.246	 6.98712e+07	 6.98679e+07	 
1.2461	 6.98712e+07	 6.98679e+07	 
1.2462	 6.98712e+07	 6.98679e+07	 
1.2463	 6.98712e+07	 6.98679e+07	 
1.2464	 6.98712e+07	 6.98679e+07	 
1.2465	 6.98712e+07	 6.98679e+07	 
1.2466	 6.98712e+07	 6.98679e+07	 
1.2467	 6.98712e+07	 6.98679e+07	 
1.2468	 6.98712e+07	 6.98679e+07	 
1.2469	 6.98712e+07	 6.98679e+07	 
1.247	 6.98712e+07	 6.98679e+07	 
1.2471	 6.98712e+07	 6.98679e+07	 
1.2472	 6.98712e+07	 6.9868e+07	 
1.2473	 6.98713e+07	 6.9868e+07	 
1.2474	 6.98713e+07	 6.9868e+07	 
1.2475	 6.98713e+07	 6.9868e+07	 
1.2476	 6.98713e+07	 6.9868e+07	 
1.2477	 6.98713e+07	 6.9868e+07	 
1.2478	 6.98713e+07	 6.9868e+07	 
1.2479	 6.98713e+07	 6.9868e+07	 
1.248	 6.98713e+07	 6.9868e+07	 
1.2481	 6.98713e+07	 6.9868e+07	 
1.2482	 6.98713e+07	 6.9868e+07	 
1.2483	 6.98713e+07	 6.9868e+07	 
1.2484	 6.98714e+07	 6.98681e+07	 
1.2485	 6.98714e+07	 6.98681e+07	 
1.2486	 6.98714e+07	 6.98681e+07	 
1.2487	 6.98714e+07	 6.98681e+07	 
1.2488	 6.98714e+07	 6.98681e+07	 
1.2489	 6.98714e+07	 6.98681e+07	 
1.249	 6.98714e+07	 6.98681e+07	 
1.2491	 6.98714e+07	 6.98681e+07	 
1.2492	 6.98714e+07	 6.98681e+07	 
1.2493	 6.98715e+07	 6.98682e+07	 
1.2494	 6.98715e+07	 6.98682e+07	 
1.2495	 6.98715e+07	 6.98682e+07	 
1.2496	 6.98715e+07	 6.98682e+07	 
1.2497	 6.98715e+07	 6.98682e+07	 
1.2498	 6.98715e+07	 6.98682e+07	 
1.2499	 6.98715e+07	 6.98682e+07	 
1.25	 6.98716e+07	 6.98682e+07	 
1.2501	 6.98716e+07	 6.98683e+07	 
1.2502	 6.98716e+07	 6.98683e+07	 
1.2503	 6.98716e+07	 6.98683e+07	 
1.2504	 6.98716e+07	 6.98683e+07	 
1.2505	 6.98716e+07	 6.98683e+07	 
1.2506	 6.98716e+07	 6.98683e+07	 
1.2507	 6.98717e+07	 6.98683e+07	 
1.2508	 6.98717e+07	 6.98684e+07	 
1.2509	 6.98717e+07	 6.98684e+07	 
1.251	 6.98717e+07	 6.98684e+07	 
1.2511	 6.98717e+07	 6.98684e+07	 
1.2512	 6.98717e+07	 6.98684e+07	 
1.2513	 6.98717e+07	 6.98684e+07	 
1.2514	 6.98718e+07	 6.98684e+07	 
1.2515	 6.98718e+07	 6.98685e+07	 
1.2516	 6.98718e+07	 6.98685e+07	 
1.2517	 6.98718e+07	 6.98685e+07	 
1.2518	 6.98718e+07	 6.98685e+07	 
1.2519	 6.98718e+07	 6.98685e+07	 
1.252	 6.98719e+07	 6.98685e+07	 
1.2521	 6.98719e+07	 6.98685e+07	 
1.2522	 6.98719e+07	 6.98686e+07	 
1.2523	 6.98719e+07	 6.98686e+07	 
1.2524	 6.98719e+07	 6.98686e+07	 
1.2525	 6.98719e+07	 6.98686e+07	 
1.2526	 6.98719e+07	 6.98686e+07	 
1.2527	 6.9872e+07	 6.98686e+07	 
1.2528	 6.9872e+07	 6.98686e+07	 
1.2529	 6.9872e+07	 6.98687e+07	 
1.253	 6.9872e+07	 6.98687e+07	 
1.2531	 6.9872e+07	 6.98687e+07	 
1.2532	 6.9872e+07	 6.98687e+07	 
1.2533	 6.98721e+07	 6.98687e+07	 
1.2534	 6.98721e+07	 6.98687e+07	 
1.2535	 6.98721e+07	 6.98687e+07	 
1.2536	 6.98721e+07	 6.98688e+07	 
1.2537	 6.98721e+07	 6.98688e+07	 
1.2538	 6.98721e+07	 6.98688e+07	 
1.2539	 6.98721e+07	 6.98688e+07	 
1.254	 6.98722e+07	 6.98688e+07	 
1.2541	 6.98722e+07	 6.98688e+07	 
1.2542	 6.98722e+07	 6.98688e+07	 
1.2543	 6.98722e+07	 6.98689e+07	 
1.2544	 6.98722e+07	 6.98689e+07	 
1.2545	 6.98722e+07	 6.98689e+07	 
1.2546	 6.98722e+07	 6.98689e+07	 
1.2547	 6.98722e+07	 6.98689e+07	 
1.2548	 6.98723e+07	 6.98689e+07	 
1.2549	 6.98723e+07	 6.98689e+07	 
1.255	 6.98723e+07	 6.98689e+07	 
1.2551	 6.98723e+07	 6.98689e+07	 
1.2552	 6.98723e+07	 6.9869e+07	 
1.2553	 6.98723e+07	 6.9869e+07	 
1.2554	 6.98723e+07	 6.9869e+07	 
1.2555	 6.98723e+07	 6.9869e+07	 
1.2556	 6.98724e+07	 6.9869e+07	 
1.2557	 6.98724e+07	 6.9869e+07	 
1.2558	 6.98724e+07	 6.9869e+07	 
1.2559	 6.98724e+07	 6.9869e+07	 
1.256	 6.98724e+07	 6.9869e+07	 
1.2561	 6.98724e+07	 6.9869e+07	 
1.2562	 6.98724e+07	 6.98691e+07	 
1.2563	 6.98724e+07	 6.98691e+07	 
1.2564	 6.98724e+07	 6.98691e+07	 
1.2565	 6.98724e+07	 6.98691e+07	 
1.2566	 6.98724e+07	 6.98691e+07	 
1.2567	 6.98725e+07	 6.98691e+07	 
1.2568	 6.98725e+07	 6.98691e+07	 
1.2569	 6.98725e+07	 6.98691e+07	 
1.257	 6.98725e+07	 6.98691e+07	 
1.2571	 6.98725e+07	 6.98691e+07	 
1.2572	 6.98725e+07	 6.98691e+07	 
1.2573	 6.98725e+07	 6.98691e+07	 
1.2574	 6.98725e+07	 6.98691e+07	 
1.2575	 6.98725e+07	 6.98691e+07	 
1.2576	 6.98725e+07	 6.98691e+07	 
1.2577	 6.98725e+07	 6.98692e+07	 
1.2578	 6.98725e+07	 6.98692e+07	 
1.2579	 6.98725e+07	 6.98692e+07	 
1.258	 6.98725e+07	 6.98692e+07	 
1.2581	 6.98725e+07	 6.98692e+07	 
1.2582	 6.98725e+07	 6.98692e+07	 
1.2583	 6.98725e+07	 6.98692e+07	 
1.2584	 6.98725e+07	 6.98692e+07	 
1.2585	 6.98725e+07	 6.98692e+07	 
1.2586	 6.98725e+07	 6.98692e+07	 
1.2587	 6.98725e+07	 6.98692e+07	 
1.2588	 6.98725e+07	 6.98692e+07	 
1.2589	 6.98725e+07	 6.98692e+07	 
1.259	 6.98725e+07	 6.98692e+07	 
1.2591	 6.98725e+07	 6.98692e+07	 
1.2592	 6.98725e+07	 6.98692e+07	 
1.2593	 6.98725e+07	 6.98692e+07	 
1.2594	 6.98725e+07	 6.98692e+07	 
1.2595	 6.98725e+07	 6.98692e+07	 
1.2596	 6.98725e+07	 6.98692e+07	 
1.2597	 6.98725e+07	 6.98692e+07	 
1.2598	 6.98725e+07	 6.98692e+07	 
1.2599	 6.98725e+07	 6.98692e+07	 
1.26	 6.98725e+07	 6.98692e+07	 
1.2601	 6.98725e+07	 6.98692e+07	 
1.2602	 6.98725e+07	 6.98692e+07	 
1.2603	 6.98725e+07	 6.98692e+07	 
1.2604	 6.98725e+07	 6.98691e+07	 
1.2605	 6.98725e+07	 6.98691e+07	 
1.2606	 6.98725e+07	 6.98691e+07	 
1.2607	 6.98725e+07	 6.98691e+07	 
1.2608	 6.98725e+07	 6.98691e+07	 
1.2609	 6.98725e+07	 6.98691e+07	 
1.261	 6.98725e+07	 6.98691e+07	 
1.2611	 6.98725e+07	 6.98691e+07	 
1.2612	 6.98725e+07	 6.98691e+07	 
1.2613	 6.98725e+07	 6.98691e+07	 
1.2614	 6.98724e+07	 6.98691e+07	 
1.2615	 6.98724e+07	 6.98691e+07	 
1.2616	 6.98724e+07	 6.98691e+07	 
1.2617	 6.98724e+07	 6.98691e+07	 
1.2618	 6.98724e+07	 6.98691e+07	 
1.2619	 6.98724e+07	 6.98691e+07	 
1.262	 6.98724e+07	 6.9869e+07	 
